state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,mammography_screening_raw_value,flu_vaccinations_raw_value,high_school_completion_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,income_inequality_raw_value,children_in_single-parent_households_raw_value,social_associations_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,covid-19_age-adjusted_mortality_raw_value,life_expectancy_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,frequent_physical_distress_raw_value,frequent_mental_distress_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_overdose_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,insufficient_sleep_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,other_primary_care_providers_raw_value,high_school_graduation_raw_value,disconnected_youth_raw_value,reading_scores_raw_value,math_scores_raw_value,school_segregation_raw_value,school_funding_adequacy_raw_value,gender_pay_gap_raw_value,median_household_income_raw_value,living_wage_raw_value,children_eligible_for_free_or_reduced_price_lunch_raw_value,residential_segregation_-_black/white_raw_value,residential_segregation_-_non-white/white_raw_value,childcare_cost_burden_raw_value,childcare_centers_raw_value,homicides_raw_value,suicides_raw_value,firearm_fatalities_raw_value,juvenile_arrests_raw_value,traffic_volume_raw_value,homeownership_raw_value,severe_housing_cost_burden_raw_value,broadband_access_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_black_raw_value,%_american_indian_&_alaska_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_female_raw_value,%_rural_raw_value
AL,Elmore County,9205.031134,0.21,4.42551995,5.379246992,0.092632552,0.204,0.358,7.6,0.331,0.447057488,0.160762107,0.360655738,561.5,24.04068424,0.089173055,0.000233964,0.000158232,0.000255605,4897,0.46,0.39,0.872636096,0.546823423,0.048525396,0.166,4.257571854,0.230028079,11.20565455,238.6766637,75.84468965,9.6,0,0.113398525,0.862968164,0.442,94.85770178,75.28953085,460.5565871,60.588535,7.146186112,0.138,0.17,0.118,272.2,0.139,0.049842456,10.60125421,18.55823522,0.38816444,0.111743514,0.032120028,0.000389493,0.912312634,0.139883219,3.04220366,2.95007406,0.080476695,-3594.2795,0.764635245,62524,,0.489913109,32.44078137,31.49931084,0.189399271,5.105296745,8.403729155,20.25843314,24.22136863,,85.79097287,0.751829227,0.097953216,0.836779217,82158,0.219686458,0.163234256,0.209620487,0.005124273,0.007899413,0.001229339,0.030246598,0.731310402,0.008278555,0.517478517,0.541883661
AL,Escambia County,13083.86346,0.277,5.489154332,6.031906405,0.099676375,0.246,0.387,6.8,0.391,0.402933271,0.140760529,0.31372549,690.6,41.75910218,0.14154217,0.000327574,0.000385877,0.000826879,6708,0.37,0.36,0.80352488,0.377525773,0.059779977,0.261,5.497722442,0.421895861,14.19485164,446.2453158,116.8597196,8.9,1,0.108711839,0.912881849,0.248,117.3794369,72.20851205,637.6214563,82.18427541,10.43068641,0.176,0.198,0.145,260.4,0.177,0.056765488,32.82814466,23.04510311,0.429199987,0.185608989,0.035816278,0.000744191,0.897733711,0.075159915,2.881991581,2.714771458,0.196101871,-7682.4315,0.784521666,41212,,0.666604233,28.51522688,29.02331994,0.295447928,5.164319249,13.44297681,22.21311379,23.26374049,,65.41316799,0.664527105,0.120224719,0.655092414,36281,0.223036851,0.18726055,0.312119291,0.037898625,0.003059453,0.000744191,0.025908878,0.600975717,0.004647135,0.498249773,0.635115739
AL,Etowah County,12211.09801,0.23,4.935274241,5.762611703,0.093411176,0.235,0.345,6.2,0.339,0.446624533,0.153586653,0.125,609.2,38.08016387,0.127415137,0.000811593,0.000507956,0.001318733,5156,0.29,0.38,0.853285865,0.561551703,0.076760633,0.229,4.722036341,0.34132036,15.15625611,603.9626197,96.20281818,7.7,0,0.101998711,0.880133817,0.297,158.6879286,72.53703119,596.4802289,64.88258529,7.663782448,0.155,0.191,0.119,217.9,0.168,0.133979196,21.81415641,21.41723698,0.388030172,0.159980513,0.037197657,0.000927997,0.936073345,0.064605544,3.010232137,2.782795678,0.243636799,-4490.297,0.708552791,47872,,0.556505723,63.76781532,60.55138692,0.178851939,5.850885991,6.258283534,19.32959594,20.6845816,14.14141414,184.0637727,0.729653038,0.098240866,0.801702567,102371,0.2135175,0.195963701,0.156499399,0.007189536,0.008605953,0.003301716,0.043244669,0.771243809,0.009685856,0.515888289,0.374834818
AL,Fayette County,12488.51148,0.249,5.282419184,6.059814201,0.101296596,0.245,0.371,7.1,0.354,0.257119657,0.154797635,0.263157895,429.4,36.44859813,0.119958635,0.000981475,0.000307863,0.000123145,4470,0.39,0.48,0.841946077,0.494658998,0.049679976,0.237,5.404705294,0.28983002,7.974481659,,93.91389194,8.9,0,0.112311015,0.824677369,0.453,166.1134938,73.05971018,581.2582356,,,0.169,0.199,0.123,101.1,0.188,0.004299896,24.5017968,25.08151492,0.397505537,0.150906525,0.036502547,0.000615726,0.925,,2.893179563,2.734799249,0.111060868,-3487.781,0.742873395,45937,,0.610762332,50.87301711,48.82470589,0.237216187,5.422993492,,25.99017461,19.51457495,,0.697129341,0.752240999,0.093426141,0.703306392,16241,0.211255465,0.220121914,0.116372145,0.005110523,0.005233668,0,0.020503664,0.839911336,0,0.511483283,0.802331651
AL,Franklin County,10961.32298,0.258,5.156042335,5.682699646,0.097677596,0.228,0.379,7.1,0.372,0.521479939,0.154439232,0.153846154,382.6,44.01197605,0.154164229,0.0004464,0.000253912,0.000031739,7638,0.35,0.38,0.786768544,0.427657669,0.044231836,0.229,4.333212492,0.326395939,7.333715962,264.2344364,87.69978711,8.5,0,0.102586976,0.831384091,0.397,119.9407543,73.67638903,533.8134716,61.29032258,,0.166,0.187,0.127,77.7,0.163,0.057351047,12.73452755,30.36455595,0.388405429,0.199226306,0.047936588,0.000666519,0.93260095,,2.567992701,2.52922847,0.182687752,-3013.1955,0.763024508,40448,,0.447465809,58.53537475,54.82573545,0.324391812,2.614379085,4.985225604,15.66651385,15.25213689,20.28571429,56.09019824,0.710538259,0.087974251,0.631478624,31507,0.247246644,0.172787,0.038245469,0.017456438,0.003840416,0.002507379,0.183990859,0.755768559,0.058207019,0.499571524,0.703665153
AL,Geneva County,12682.49993,0.249,5.342847909,6.078124877,0.08154077,0.252,0.359,6.6,0.354,0.231877566,0.153912317,0.264705882,411.1,40.11832132,0.145912133,0.000304518,0.000075726,0.000227178,4727,0.4,0.43,0.818118579,0.477802347,0.040978311,0.32,5.014878348,0.271440897,9.896844429,413.5711211,84.82856299,8.4,0,0.124045802,0.85689539,0.387,132.5552995,72.63087878,592.9018801,73.58351729,,0.17,0.201,0.121,179.8,0.198,0.03863991,18.98830321,27.49029754,0.37999724,0.187904248,0.035612296,0.000227178,0.957070707,0.151607963,3.05403059,2.868606676,0.038638591,-4581.275,0.893846299,39882,,0.583688833,20.29174546,15.59855164,0.236974074,4.834254144,,17.57533966,14.39055979,,0.519172066,0.752459327,0.120536171,0.706110481,26411,0.216652153,0.212184317,0.091060543,0.011510356,0.003975616,0.000832986,0.043315285,0.831698913,0.004732304,0.512930219,0.896416573
AL,Greene County,14803.44471,0.356,6.322262488,6.370803911,0.157894737,0.282,0.47,4.2,0.459,0.036926479,0.11046112,0.375,1158.9,45.93023256,0.116485686,0.000493157,,0.000125156,5988,0.34,0.25,0.809292649,0.503755055,0.108789386,0.435,5.237631328,0.69988675,9.86314881,669.3440428,85.18716838,9.1,0,0.175972927,0.730837004,0.387,151.1301008,72.86077289,656.6168408,,,0.212,0.22,0.205,423,0.222,0.227564754,,46.45720775,0.477898905,0.148425108,0.032441662,0.000250313,0.875,,2.467139733,2.569736548,,-16118.95,0.781974954,33609,,0.841897233,19.55877229,20.80964048,0.324228629,2.016129032,,,,11.25,30.00665996,0.685651353,0.13238512,0.556324733,7990,0.214768461,0.244055069,0.796370463,0.004755945,0.002377973,0,0.017647059,0.172465582,0.001294498,0.535168961,1
AL,Hale County,13406.62262,0.288,5.485136731,6.000903161,0.122627737,0.258,0.438,6.8,0.395,0.257296954,0.137003153,0.434782609,1174,34.41053262,0.115825091,0.000204764,0.000136333,0.000272665,6246,0.38,0.33,0.806644717,0.497587455,0.094156379,0.3,6.63497817,0.511716462,6.825472664,208.5580726,93.48200133,9.2,0,0.147526502,0.910125362,0.52,193.5602023,72.54515094,629.353518,102.7522936,,0.176,0.2,0.161,492.5,0.169,0.069764913,,26.90677763,0.433392993,0.148938736,0.032854209,0.000613497,0.93,,2.781441538,2.586428052,0.290574547,-10624.28,0.589891149,41836,,0.668418924,30.15103852,28.50756462,0.260469452,5.070993915,13.45338881,12.34980247,27.09623227,,5.889162056,0.756648452,0.130747126,0.627322404,14670,0.232788003,0.201772325,0.576141786,0.003067485,0.003203817,0.000340832,0.015201091,0.395569189,0.002760023,0.528493524,0.891687817
AL,Henry County,10034.02779,0.234,4.93155698,5.743778295,0.106048053,0.225,0.385,7.2,0.349,0.237833776,0.159423271,0.235294118,587,27.72043645,0.125220594,0.000290613,0.00029031,0.000232248,3397,0.48,0.37,0.804732274,0.514623021,0.047989434,0.235,5.684086059,0.236373906,12.78698053,197.3722972,83.77158282,8.5,0,0.093703148,0.863402441,0.367,90.37443804,75.5375852,482.3984751,77.89816585,,0.155,0.186,0.126,257.3,0.145,0.080481034,,20.77119285,0.396803319,0.15578203,0.040521787,0.000232248,0.975,,2.815581462,2.734985739,0.085782249,-5141.081,0.778196541,51126,,0.551424051,30.20179787,29.71757304,0.18485702,9.248554913,,18.74001093,19.7794015,27.05882353,21.70702825,0.834502746,0.094935704,0.781574131,17223,0.203913372,0.236137723,0.251175753,0.004644952,0.004877199,0.000174186,0.026940719,0.698368461,0.00202977,0.519886199,0.877528609
AL,Houston County,9505.368035,0.233,4.861438039,5.657827589,0.108472747,0.217,0.402,7.2,0.359,0.705239938,0.149437425,0.326086957,693.2,33.15041382,0.132812042,0.000850003,0.000666166,0.001595046,4361,0.44,0.45,0.868739964,0.586822083,0.053863411,0.234,5.120996084,0.327856671,11.71115015,487.7884842,71.72946007,7.6,0,0.128136543,0.876633524,0.251,120.6500704,75.64832173,452.2973087,83.58529312,9.649910233,0.156,0.184,0.126,395.1,0.164,0.042421091,13.87207425,17.57608127,0.397539729,0.172448418,0.030784708,0.001735785,0.898012939,0.096800324,2.972277798,2.770071872,0.182164784,-4807.603,0.732174314,54391,,0.628105228,46.80087814,41.72609457,0.173760365,7.838917922,8.038672829,15.18603357,17.12374378,30.09009009,202.1186577,0.65928514,0.12297269,0.780238287,106580,0.22811034,0.186808032,0.274376056,0.005638957,0.011277913,0.000994558,0.034837681,0.655563896,0.004098651,0.521711391,0.338040513
AL,Jackson County,11395.22375,0.244,5.302244783,6.092416379,0.093071355,0.241,0.386,6.8,0.357,0.335318541,0.159036017,0.23943662,257.6,30.77949304,0.137662402,0.000542362,0.000368346,0.000562212,4751,0.47,0.43,0.83461808,0.498120915,0.052670753,0.234,4.844070073,0.251980837,9.297640724,316.9849481,94.59788178,8.7,1,0.114181818,0.860550364,0.411,89.96230098,73.26880873,589.8697805,51.09862034,6.216006216,0.168,0.201,0.122,88.3,0.181,0.053704165,7.744733581,29.93888622,0.395683322,0.174348764,0.033932136,0.000756078,0.921681574,0.076956148,3.058069377,2.727648275,0.106477643,1096.06605,0.693713339,46606,,0.576003137,51.35083597,22.89200464,0.183710252,3.769317754,4.669367575,20.91972442,23.55294199,,49.92126559,0.772376884,0.082343668,0.752589974,51582,0.205614362,0.211255864,0.032627661,0.016226591,0.005796596,0.001298903,0.031134892,0.890698306,0.004784981,0.509247412,0.770173033
AL,Jefferson County,11420.42251,0.191,4.387294611,5.189984868,0.114165929,0.176,0.342,6.8,0.304,0.729404404,0.165653545,0.137254902,898.6,24.97298428,0.10691189,0.001122123,0.000906397,0.002104245,4303,0.45,0.46,0.905149985,0.694518224,0.062271132,0.201,5.308017071,0.363423118,14.47068131,872.7500202,107.8697531,10.2,0,0.16004599,0.821715552,0.346,93.1108797,74.06055235,523.5956595,84.19866216,9.716408627,0.13,0.162,0.126,675,0.144,0.125866386,32.73844969,16.34478212,0.397273392,0.137376709,0.027420513,0.00169072,0.912482613,0.082037453,2.78853869,2.600071796,0.356785633,-4678.7035,0.765888577,57802,,0.540511662,64.56724836,60.06624425,0.208729802,7.660661087,21.93755903,13.78206457,31.1063439,11.77272727,508.4127313,0.632480544,0.146036084,0.830394881,655342,0.227267595,0.167105115,0.433633126,0.002807694,0.018318679,0.000567643,0.0409313,0.492204071,0.011378811,0.528136454,0.098337652
AL,Lamar County,9967.83546,0.249,5.353016831,6.125509607,0.085146641,0.25,0.364,7.1,0.371,0.070585004,0.158800616,0.238095238,369.4,37.37300435,0.118528996,,0.00021796,0.000145307,4035,0.39,0.42,0.829561672,0.486066105,0.048516579,0.213,5.907081085,0.277869122,7.243752264,162.2117216,101.0436364,9,0,0.092050209,0.903602726,0.431,193.9034869,75.26151019,503.5488215,,,0.173,0.201,0.126,127.7,0.187,0.004162538,,29.82035805,0.388011809,0.148944437,0.039209226,0.00065388,0.925,,3.088662981,3.050683052,0.005882017,-2279.934,0.874383632,40204,,0.582897033,23.42444575,22.17425379,0.271042682,6.281407035,,,14.4348052,7.142857143,0,0.728112236,0.096853213,0.652814775,13764,0.214399884,0.225152572,0.101787271,0.003487358,0.0010898,0.000145307,0.019979657,0.858616681,0.001148721,0.509372276,1
AL,Lauderdale County,9011.60644,0.206,4.657040369,5.601759661,0.09649938,0.205,0.327,7.2,0.301,0.519647499,0.170013283,0.17721519,490.7,19.91758242,0.119283547,0.00054999,0.000556936,0.001638677,4202,0.41,0.51,0.886158311,0.582772481,0.055352842,0.199,4.560698355,0.25855555,13.91150557,268.6032092,80.28661458,8.5,0,0.120212904,0.858803537,0.322,92.48622449,75.94632606,458.023052,43.97295663,6.740868475,0.144,0.177,0.109,121.2,0.155,0.064706819,10.77261171,21.2624339,0.384945913,0.147721601,0.034468085,0.001017479,0.936854664,,3.130774043,3.015394475,0.204153419,616.21,0.736366837,52293,,0.456263841,49.71162596,42.35727802,0.250913124,4.633529907,5.854873103,15.69615159,15.32352053,19.41176471,161.8897613,0.68052346,0.113973586,0.772492405,93368,0.194713392,0.208540399,0.098449148,0.004498329,0.009135892,0.000771142,0.029614001,0.843051152,0.005753387,0.520681604,0.492951062
AL,Lawrence County,12573.67065,0.249,5.331133426,6.128811171,0.085872576,0.256,0.355,6.8,0.35,0.473805294,0.161005887,0.23255814,300.7,34.89808524,0.147786606,0.000151865,9.13047E-05,0.001308701,6436,0.41,0.37,0.807828725,0.528107075,0.048945206,0.219,4.682850736,0.237247758,11.54173248,260.4530022,103.0109495,8.7,0,0.104605777,0.888742236,0.5,128.8401978,72.86035472,604.0634542,66.83081252,,0.17,0.202,0.124,86,0.177,0.053540348,,30.65325982,0.385247679,0.184640691,0.04693239,0.000365219,0.91,,2.863666439,2.740176195,0.132073418,-1528.43,0.705527659,48924,,0.586947188,70.14614321,35.07019448,0.268191481,3.943661972,6.476040808,24.57045952,24.23787046,23.82352941,33.05759922,0.784160625,0.08101715,0.67022548,32857,0.215570503,0.192500837,0.105030891,0.057978513,0.002647838,0.000213044,0.024500107,0.763977235,0.004103353,0.512097879,0.912897871
AL,Lee County,7312.456767,0.201,4.480485932,5.30056337,0.093084905,0.184,0.336,6.8,0.292,0.636612548,0.152945404,0.29787234,448.5,14.52326274,0.107135937,0.000486198,0.000317687,0.001066948,3411,0.36,0.45,0.903650003,0.741952039,0.052075062,0.168,6.269995507,0.268864915,8.75156495,415.637401,63.85516032,9.6,0,0.189978947,0.830370569,0.281,85.8828284,77.71981671,377.4614586,64.77895979,7.122616221,0.139,0.171,0.119,223,0.149,0.110690195,8.479469589,13.30781781,0.388771805,0.131414006,0.035626161,0.000719291,0.914145625,0.033451597,3.101688832,2.998968313,0.101580838,-2934.5357,0.804535273,58963,,0.439111332,34.72182989,30.9052981,0.21874735,3.894326913,8.605722184,12.74237489,17.89415241,11.28205128,201.9529327,0.633663203,0.157623506,0.845745995,166831,0.209085841,0.129394417,0.226378791,0.003692359,0.041688895,0.000947066,0.03773879,0.675695764,0.012815017,0.508574546,0.27409499
AL,Limestone County,7851.805063,0.208,4.509398826,5.36691813,0.089255969,0.207,0.337,7.4,0.31,0.549793433,0.159760455,0.245901639,341.7,22.21781393,0.115790379,0.000363949,0.000273898,0.000498885,4999,0.44,0.48,0.852708389,0.607538888,0.042577985,0.143,4.616934239,0.183815082,8.188849012,160.1237419,60.27180105,8.8,0,0.108949416,0.886415743,0.424,78.32632218,77.09611375,401.1079025,46.66302467,5.943956977,0.14,0.169,0.112,133,0.143,0.064263674,5.045120192,17.84316607,0.387297737,0.145856409,0.036877956,0.000606488,0.917319035,0.06785271,2.879799087,2.756358833,0.084970084,-1520.6515,0.689745216,70850,,0.44330892,42.97162116,35.68370679,0.185194072,2.779836916,6.147645452,13.01533211,17.13205304,7.547169811,76.30544834,0.767853323,0.082161339,0.830160428,102228,0.220419063,0.157373714,0.135804281,0.008353876,0.017969637,0.001829244,0.06199867,0.756573542,0.01124283,0.500538013,0.576091421
AL,Lowndes County,16605.90154,0.315,5.748326156,6.063985115,0.14709236,0.256,0.458,5.1,0.428,0.006283742,0.117576777,0.3,925.4,29.91026919,0.108072746,0.000102817,,,5014,0.49,0.37,0.821967499,0.42492156,0.133296913,0.381,5.471766178,0.52052323,6.169031462,671.0192238,126.569563,8.9,1,0.169856459,0.858035207,0.593,291.651678,70.30146804,748.6975666,125.3418414,,0.188,0.203,0.179,613.6,0.193,0.202040066,,36.71642213,0.464435291,0.1360799,0.03316444,0.000311171,0.975,,2.229613109,2.169597265,0.087899113,-14056.88,0.76401814,37499,,0.961748634,29.51235401,29.39022939,0.315795088,3.294892916,35.30425204,,62.28026118,10,5.503152438,0.750771422,0.19375,0.527889865,9641,0.219168136,0.202987242,0.721709366,0.003526605,0.004667566,0.000414895,0.020226118,0.245617675,0.000321578,0.533658334,1
AL,Macon County,14740.20099,0.281,5.272877902,5.740324358,0.134012539,0.23,0.404,5.6,0.386,0.343371247,0.120806866,0.280701754,1228.7,21.04271357,0.107114499,0.000387425,0.000279408,0.004191115,4892,0.35,0.33,0.835652028,0.540988057,0.095870024,0.393,5.362664816,0.528753994,7.195040956,734.3124166,110.7251411,9.4,1,0.179436804,0.848914617,0.394,145.0352099,71.27818633,700.8165041,,,0.171,0.19,0.175,624.7,0.154,0.22099887,,29.08534252,0.445210829,0.132061856,0.024878837,0.001005868,0.875,0.108868502,2.294061132,1.973541421,0.064642274,-14029.53,0.806123497,37736,,0.974221268,54.59406472,54.12893553,0.341795633,11.36363636,39.03559127,,47.76378637,9.285714286,44.5133573,0.647655427,0.137714713,0.668730242,17895,0.174350377,0.212517463,0.792623638,0.002794077,0.005196982,0.000167645,0.02151439,0.166079911,0,0.546856664,0.555472683
AL,Madison County,8359.534618,0.179,3.996388342,4.913932349,0.101384967,0.161,0.325,7.4,0.278,0.681444158,0.176200585,0.333333333,762.9,18.00936341,0.092046296,0.000892979,0.000545522,0.001615483,4296,0.48,0.45,0.916680526,0.750209695,0.046291796,0.135,5.125232394,0.267925517,10.80692609,610.7231592,73.6025051,7.5,0,0.118515714,0.854440611,0.27,48.30463296,77.35324666,395.9473838,54.64497841,7.325629385,0.124,0.151,0.106,260.2,0.13,0.093429074,20.10937714,13.10878084,0.378446537,0.113918282,0.031613858,0.001415195,0.946909982,0.050856362,3.164968022,2.975704892,0.134290934,-2171.899437,0.693682698,67810,,0.366246219,47.53163764,40.66597782,0.193496534,6.168831169,7.518850269,16.62109685,18.07398794,19.10326087,291.6377851,0.677038542,0.104693239,0.882930593,379453,0.21581856,0.156114196,0.243603292,0.00778489,0.026640981,0.001046243,0.052472902,0.644327493,0.011192456,0.51062714,0.164415148
AL,Marengo County,15174.43814,0.266,5.262700217,5.844386172,0.119705341,0.239,0.436,6.1,0.398,0.421505683,0.139096484,0.25,784.6,25.07302824,0.110790498,0.000371097,0.000266909,0.00032029,4241,0.42,0.37,0.854433781,0.506424242,0.062451713,0.302,6.520876908,0.499437823,16.43428935,449.4152495,99.25817574,9.2,0,0.13963964,0.857017544,0.359,130.3019541,71.03309977,674.5989168,87.49416706,,0.167,0.191,0.15,164.2,0.173,0.132472255,,25.76408928,0.432932803,0.140898564,0.033295063,0.000747344,0.914705882,,2.745951239,2.577754846,0.166452419,-12373.25833,0.524997695,43198,,0.677005348,28.52279764,28.41153186,0.252257049,8.058017728,13.98621989,13.32119894,22.98610386,,77.09725388,0.697693026,0.123072225,0.655820776,18733,0.221374046,0.206373779,0.51385256,0.002508941,0.003416431,0.001814979,0.028132173,0.443121764,0.000614628,0.530561042,0.693156418
AL,Marion County,11966.68286,0.238,5.260331817,6.077314844,0.094736842,0.243,0.359,7,0.342,0.401741617,0.163810432,0.25,296.2,38.73179092,0.123292469,0.000269279,0.000168333,0.000168333,6674,0.37,0.37,0.81095929,0.581278539,0.050713519,0.236,4.989091832,0.219233247,9.088155105,295.8973336,85.23146719,8.7,0,0.115888616,0.866637593,0.272,124.7699149,73.078829,606.666792,80.89633135,10.01908397,0.167,0.2,0.115,133.9,0.192,0.010310084,,23.39516341,0.383744391,0.156339371,0.033218964,0.000706999,0.921324405,0.191503268,3.061671918,2.837091567,0.059056272,-1595.8445,0.745850891,44333,,0.496704745,41.55679774,35.50781747,0.245798841,5.239030779,,21.40094282,20.80453136,,16.71588812,0.758573854,0.075891281,0.699490662,29703,0.20678046,0.21627445,0.038211629,0.004544996,0.003433997,0.000740666,0.025687641,0.916742417,0.006927998,0.504864829,0.888549519
AL,Marshall County,10517.45906,0.249,5.064533477,5.702180819,0.081613797,0.223,0.38,6.5,0.362,0.499500102,0.143083335,0.214285714,336.9,45.12661599,0.154000381,0.000589001,0.000360862,0.002690999,4199,0.39,0.49,0.833245235,0.538957387,0.041671372,0.246,4.531333395,0.267927043,9.8166863,286.2690824,87.39476214,9.1,0,0.138558533,0.859877313,0.333,119.767956,73.89312085,536.9968161,51.82421227,5.593331871,0.163,0.184,0.124,157.9,0.171,0.100314213,18.62884781,22.68863285,0.378981142,0.206018477,0.035687015,0.000958862,0.943801514,0.077511774,2.754924662,2.762879144,0.16106656,-1591.63042,0.752483498,51417,,0.608161285,48.44016799,32.71053737,0.166520801,3.568773234,4.328752319,17.23227234,15.39812476,14.95412844,116.3045129,0.728976221,0.08920371,0.8351132,96990,0.251201155,0.174471595,0.025610888,0.011279513,0.007804928,0.003557068,0.149675224,0.795999588,0.039021608,0.507464687,0.53268687
