state,County,premature_death_raw_value,poor_or_fair_health_raw_value,poor_physical_health_days_raw_value,poor_mental_health_days_raw_value,low_birthweight_raw_value,adult_smoking_raw_value,adult_obesity_raw_value,food_environment_index_raw_value,physical_inactivity_raw_value,access_to_exercise_opportunities_raw_value,excessive_drinking_raw_value,alcohol-impaired_driving_deaths_raw_value,sexually_transmitted_infections_raw_value,teen_births_raw_value,uninsured_raw_value,primary_care_physicians_raw_value,dentists_raw_value,mental_health_providers_raw_value,preventable_hospital_stays_raw_value,diabetes_monitoring_raw_value,mammography_screening_raw_value,high_school_graduation_raw_value,some_college_raw_value,unemployment_raw_value,children_in_poverty_raw_value,inadequate_social_support_raw_value,children_in_single-parent_households_raw_value,violent_crime_raw_value,injury_deaths_raw_value,air_pollution_-_particulate_matter_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,driving_alone_to_work_raw_value,long_commute_-_driving_alone_raw_value,premature_age-adjusted_mortality_raw_value,child_mortality_raw_value,infant_mortality_raw_value,diabetes_prevalence_raw_value,hiv_prevalence_raw_value,food_insecurity_raw_value,limited_access_to_healthy_foods_raw_value,drug_poisoning_deaths_raw_value,motor_vehicle_crash_deaths_raw_value,uninsured_adults_raw_value,uninsured_children_raw_value,health_care_costs_raw_value,other_primary_care_providers_raw_value,could_not_see_doctor_due_to_cost_raw_value,median_household_income_raw_value,children_eligible_for_free_lunch_raw_value,homicides_raw_value,population_raw_value,%_below_18_years_of_age_raw_value,%_65_and_older_raw_value,%_non-hispanic_african_american_raw_value,%_american_indian_and_alaskan_native_raw_value,%_asian_raw_value,%_native_hawaiian/other_pacific_islander_raw_value,%_hispanic_raw_value,%_non-hispanic_white_raw_value,%_not_proficient_in_english_raw_value,%_females_raw_value,%_rural_raw_value,communicable_disease_raw_value,coronary_heart_disease_hospitalizations_raw_value,cerebrovascular_disease_hospitalizations_raw_value,self-inflicted_injury_hospitalizations_raw_value,cancer_incidence_raw_value,smoking_during_pregnancy_raw_value,breastfeeding_raw_value,drug_arrests_raw_value,alcohol-related_hospitalizations_raw_value,motor_vehicle_crash_occupancy_rate_raw_value,on-road_motor_vehicle_crash-related_er_visits_raw_value,off-road_motor_vehicle_crash-related_er_visits_raw_value,no_recent_dental_visit_raw_value,did_not_get_needed_health_care_raw_value,childhood_immunizations_raw_value,local_health_department_staffing_raw_value,influenza_immunizations_65+_raw_value,dental_utilization_raw_value,cervical_cancer_screening_raw_value,colon_cancer_screening_raw_value,cholesterol_screening_raw_value,reading_proficiency_raw_value,w-2_enrollment_raw_value,poverty_raw_value,older_adults_living_alone_raw_value,hate_crimes_raw_value,child_abuse_raw_value,injury_hospitalizations_raw_value,fall_fatalities_65+_raw_value,year_structure_built_raw_value,male_population_0-17_raw_value,male_population_18-44_raw_value,male_population_45-64_raw_value,male_population_65+_raw_value,total_male_population_raw_value,female_population_0-17_raw_value,female_population_18-44_raw_value,female_population_45-64_raw_value,female_population_65+_raw_value,total_female_population_raw_value,population_growth_raw_value
AL,Henry County,9577.3,0.184,4,3.5,0.089,0.17,0.346,7.957093301,0.303,0.304126691,,0.384615385,654.7,49.01452282,0.174051304,0.000287158,0.000289235,,51.68460403,0.854066986,0.56223176,0.72,0.564272936,0.072977186,0.292,0.163,0.325538623,311.4173382,87.5,12.46,0.231629393,0.117956424,0.880963628,0.425,456,,,0.143,172.6,0.156,0.00998805,,31.88481192,0.218075802,0.06031746,10081.56844,,0.115,37108,0.533566434,,17287,0.224677503,0.192283219,0.280089537,0.003443724,0.004649027,0.000172186,0.022728577,0.679791081,0.009737874,0.520920622,0.877528609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Houston County,8369.78,0.207,4.5,4.3,0.087,0.184,0.349,7.022393868,0.331,0.316395364,0.133,0.323529412,776.6,55.14898066,0.161526944,0.000761949,0.00058026,,58.83384529,0.858435338,0.643636364,0.711455547,0.536653204,0.0700513,0.289,0.198,0.406653668,534.0424757,65.1,12.37,0,0.127119758,0.876665067,0.243,414.9,69.88898793,8.9,0.13,315.8,0.17,0.073320377,8.513149146,17.17307673,0.208315779,0.045995797,9922.89761,,0.158,40609,0.536454679,5.430802041,103402,0.241890873,0.152269782,0.258784476,0.004979253,0.0085526,0.000634611,0.030549182,0.683602636,0.007122808,0.521689041,0.338040513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jackson County,11018.07,0.28,5.8,5.3,0.087,0.221,0.3,7.976405467,0.323,0.260675973,0.084,0.256756757,198.9,53.13270424,0.184236252,0.000544182,0.000282917,,106.9409928,0.864575363,0.520055325,0.795175038,0.464360182,0.070708643,0.25,0.22,0.229474758,241.5443624,93.6,13.16,0.034322889,0.12420307,0.872286912,0.36,524.6,81.94370468,7.8,0.134,64.3,0.139,0.040849241,9.361142166,34.50249541,0.23085958,0.057427196,10895.39367,,0.187,39618,0.5,5.08176289,53019,0.220901941,0.175408816,0.033233139,0.015423633,0.004640241,0.001183543,0.026056735,0.899924854,0.006303942,0.507965433,0.770173033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Jefferson County,10485.15,0.178,3.7,3.9,0.116,0.212,0.322,6.180426967,0.299,0.739989612,0.145,0.161290323,855.3,47.82211197,0.151488032,0.000981893,0.000765141,,55.5404539,0.845153243,0.661333333,0.727143578,0.65789162,0.067718731,0.276,0.226,0.42233199,697.5263586,79.3,12.71,0.001645614,0.173475657,0.839871145,0.311,495.7,96.98899826,11.3,0.117,592.9,0.191,0.11421992,10.44519374,18.12676331,0.189175208,0.054318431,9535.055237,,0.15,43967,0.425186562,17.4739387,660009,0.234607407,0.135754209,0.420919409,0.003880316,0.014753394,0.000795184,0.039203784,0.513291257,0.01668235,0.526993006,0.098337652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lamar County,10051.33,0.285,7.1,6,0.091,0.261,0.313,7.86395423,0.373,0.021834661,,0.307692308,307.5,56.17264361,0.167736897,6.98763E-05,0.000210393,,95.94794165,0.76635514,0.597014925,0.725,0.460557533,0.075717523,0.308,0.215,0.376977971,53.21851037,82.7,12.4,0,0.090832633,0.851442822,0.31,521.4,,,0.138,89.6,0.164,0.003583712,9.628994829,28.88698449,0.208626236,0.060494959,10977.75992,,0.129,33940,0.501057083,,14259,0.216915632,0.197419174,0.112205687,0.001746664,0.000768532,0.000139733,0.013274645,0.859428492,0.003217786,0.513449312,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lauderdale County,8600.82,0.192,4.6,3.6,0.1,0.177,0.322,7.602457012,0.326,0.581647952,0.063,0.306666667,450.5,35.54564533,0.152314631,0.000495791,0.000486266,,69.96558637,0.867763905,0.651264167,0.814470803,0.580102181,0.066785416,0.293,0.193,0.306013972,159.3373888,73.2,13.06,0,0.147554024,0.861361558,0.307,421.9,60.08637416,7.5,0.125,60.2,0.15,0.055793306,10.04823151,18.055416,0.190034161,0.04762369,9196.841571,,0.122,41536,0.415569591,5.96613746,92542,0.21125543,0.175509498,0.099985971,0.0042088,0.008050678,0.00053959,0.023493735,0.852756764,0.008720232,0.521437899,0.492951062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lawrence County,10855.34,0.235,4.6,5.5,0.1,0.278,0.377,8.049692003,0.348,0.311948513,,0.298245614,633.1,52.07328833,0.176590665,0.000263798,5.91051E-05,,94.55066128,0.84231943,0.596116505,0.79,0.496946206,0.080808081,0.288,0.25,0.362931911,227.9672115,101.1,12.54,0.036478784,0.096569724,0.885739857,0.419,520.3,52.66581988,7.5,0.141,84.6,0.148,0.016444583,14.1711542,32.92709358,0.219356667,0.0632865,10602.9715,,0.138,38524,0.502587177,6.668778447,33838,0.22663869,0.157928956,0.114722361,0.057698513,0.001789329,0.000293333,0.018450618,0.766507289,0.003058581,0.511865302,0.912897871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lee County,7014.1,0.175,3.7,5.2,0.08,0.183,0.32,6.566382676,0.264,0.429841637,0.178,0.289719626,582.7,23.934541,0.168484435,0.000467003,0.000285216,,53.99282151,0.848164281,0.625256674,0.869142857,0.654441245,0.062788228,0.212,0.171,0.297362808,237.239103,46.7,12.89,0.156589013,0.186707396,0.815768918,0.251,381,59.90447665,7.6,0.098,170.3,0.172,0.113516803,5.200855974,15.38586559,0.207161045,0.056600951,8515.171259,,0.146,43182,0.397747595,7.259528131,147257,0.216594118,0.096565868,0.227120769,0.003524168,0.027789386,0.001037749,0.034593955,0.695034127,0.016496418,0.506748851,0.27409499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Limestone County,7448.38,0.207,3.6,3.1,0.093,0.219,0.338,8.090040084,0.303,0.567430118,0.086,0.303370787,319.8,45.58355054,0.164030324,0.000281133,0.000273804,,72.04406139,0.884370016,0.646017699,0.820162162,0.552410589,0.062268773,0.189,0.254,0.277584906,108.7523033,64.7,13.02,0,0.11954712,0.867188855,0.393,374,53.3673496,7.3,0.107,161.6,0.134,0.039498615,9.933408677,24.17754188,0.205802252,0.058950706,9953.383622,,0.126,49616,0.392253639,5.622684157,87654,0.237228193,0.130433295,0.12833912,0.008569191,0.011877623,0.001683443,0.055904324,0.783139854,0.018996034,0.494078724,0.576091421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Lowndes County,15671.47,0.358,4.8,4.2,0.137,0.226,0.438,2.635514225,0.36,0.12001062,0.163,0.393939394,1022.7,63.36805556,0.174253652,8.97102E-05,,,61.18596199,0.830578512,0.60483871,0.625,0.454655381,0.140982013,0.428,0.35,0.573859522,510.4645227,93.7,12.87,0,0.24019025,0.783305694,0.585,632.8,94.08947053,,0.193,536.2,0.292,0.262192501,,45.39210416,0.221518987,0.056597099,9866.253254,,0.272,28544,0.907717215,22.69605208,10857,0.240582113,0.157225753,0.732337323,0.002520025,0.002790028,0,0.009720097,0.248492485,0.002169811,0.532625326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Macon County,13905.84,0.247,3.7,2.9,0.115,0.138,0.392,3.560185314,0.33,0.509229909,,0.413793103,1189.7,34.47058824,0.156792738,0.000424889,0.000243487,,53.96037546,0.818481848,0.590909091,0.86,0.518570428,0.097929098,0.49,0.191,0.643179122,513.8698351,93.2,12.83,0,0.187578419,0.746883117,0.383,613.5,114.7980102,12.1,0.166,549.1,0.282,0.192128452,,32.57732227,0.194930839,0.044075305,7801.131534,,0.151,27709,0.980600989,28.6680436,20535,0.191137083,0.154273192,0.811436383,0.001791354,0.003299863,0.000235705,0.017347853,0.156649225,0.004327712,0.539857635,0.555472683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Madison County,7760.43,0.141,3.4,3.5,0.104,0.183,0.3,7.34102617,0.263,0.656292655,0.114,0.273584906,496.3,33.85340006,0.149721889,0.000858543,0.000545062,,57.57047442,0.856385329,0.670288625,0.738338727,0.70262361,0.062306094,0.174,0.206,0.319638141,496.5403164,55.8,13.05,0,0.118950737,0.860520005,0.229,372,63.49895179,8.5,0.117,212.7,0.15,0.081045192,6.466635102,16.82229551,0.188778425,0.048656818,9461.904493,,0.125,57072,0.321264977,5.381325715,343080,0.230715868,0.128754226,0.239079939,0.008581783,0.024756163,0.001224707,0.046733182,0.660673648,0.013560618,0.509966939,0.164415148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marengo County,9872.84,0.264,4.8,4.5,0.122,0.168,0.416,5.098039233,0.344,0.132496314,0.128,0.21875,724.9,49.07651715,0.176515152,0.000386623,0.000245086,,96.66929104,0.757383966,0.508264463,0.869164265,0.549913942,0.093545001,0.364,0.234,0.458434221,449.3952288,68.5,12.98,0.22523875,0.167157151,0.836343882,0.252,505.2,55.47593731,10.5,0.174,128.4,0.226,0.151390674,,26.68801708,0.223597427,0.061287224,9069.679546,,0.189,31888,0.619857504,6.67200427,20401,0.23395912,0.177932454,0.515193971,0.001835838,0.002608822,0.001739215,0.017102276,0.456350548,0.001629245,0.528817817,0.693156418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marion County,10664.24,0.237,4.6,4.3,0.09,0.269,0.33,7.835200472,0.423,0.272387575,,0.034482759,280.5,63.6321412,0.173491423,0.000358739,0.000197844,,120.5172328,0.894670051,0.5475,0.729046997,0.473604201,0.09115924,0.308,0.208,0.310112015,189.8741124,98.1,12.22,0,0.103570028,0.835334327,0.272,502.9,89.30232558,9.6,0.129,106.8,0.164,0.006361069,4.651638772,32.09630753,0.21913169,0.050283389,10832.4168,,0.163,32237,0.476431317,5.581966527,30327,0.215088865,0.192171992,0.037245717,0.003537852,0.002162021,0.000589642,0.022602942,0.925344777,0.004568423,0.506371409,0.888549519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Marshall County,10231.61,0.212,4.8,4.8,0.081,0.277,0.315,7.620435427,0.351,0.303583139,0.116,0.287037037,205,72.89611702,0.214617388,0.000552216,0.000305985,,85.78393712,0.820743405,0.600900901,0.824463373,0.447257921,0.070379558,0.356,0.189,0.316290641,263.6935938,74.2,12.73,0,0.138957456,0.790643779,0.326,509.4,85.66843064,8.3,0.136,103.6,0.144,0.065607307,8.15002437,27.4863567,0.273660794,0.076442739,10840.94063,,0.197,36960,0.485624518,3.355892388,94776,0.252015278,0.154174053,0.016545876,0.01170007,0.006386687,0.002592931,0.124917643,0.833414805,0.056033184,0.507502497,0.53268687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Mobile County,10188.12,0.226,4.5,4.8,0.119,0.238,0.339,6.167062063,0.307,0.693575178,0.147,0.378787879,773.4,57.77960024,0.185754839,0.000610795,0.000468672,,73.83444298,0.841350826,0.610111069,0.64,0.566956538,0.083778593,0.309,0.244,0.436719339,654.2754296,84.6,12.95,0.035985726,0.170776256,0.845975455,0.321,490,78.47296882,9,0.121,519.7,0.196,0.105885388,11.62088858,23.45306605,0.239449421,0.0554033,10102.32451,,0.186,39546,0.628533911,14.05071074,413936,0.245755383,0.136820668,0.346604703,0.00930666,0.019305571,0.000626899,0.025238113,0.58789045,0.011805263,0.520289487,0.200202425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Monroe County,10721.71,0.257,5,5,0.148,0.207,0.359,4.512303958,0.346,0.503034507,,0.41025641,571.2,58.05491234,0.183965979,0.000351494,0.000221219,,85.53239416,0.778042959,0.652777778,0.79,0.407167366,0.122712594,0.333,0.238,0.507118056,541.1156711,88.2,12.96,0.039642089,0.155059848,0.847548774,0.318,502.8,49.54173892,,0.139,168.1,0.246,0.169465622,6.700371566,40.2022294,0.235678728,0.062615721,9649.425353,,0.268,36221,0.60888216,10.96424438,22602,0.242898859,0.167418813,0.413450986,0.012072523,0.003687607,0.000395101,0.010053119,0.546468238,0.003241191,0.519425787,0.790445639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Montgomery County,9321.49,0.21,4,3.8,0.119,0.192,0.353,5.656827264,0.293,0.807353409,0.147,0.344827586,1277.4,55.35246241,0.164612703,0.000892118,0.000616992,,55.4977206,0.82851153,0.671373556,0.66,0.612695804,0.07721486,0.313,0.221,0.490480702,379.997492,58.7,12.84,0,0.178607638,0.847620962,0.162,437.8,103.8637308,10.1,0.143,755.5,0.218,0.112817478,5.043436598,14.94118092,0.212773625,0.051276532,9109.672721,,0.138,41430,0.645372489,14.05857952,230149,0.244993461,0.124341188,0.551179337,0.003328878,0.021939546,0.001134061,0.035130007,0.378918546,0.018853339,0.524746669,0.104912301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Morgan County,8919.59,0.149,4.5,4,0.092,0.239,0.285,7.896198644,0.301,0.550439367,0.108,0.234567901,520.2,50.99639679,0.185389359,0.000566889,0.000465136,,82.10719222,0.842889391,0.656776263,0.70723225,0.539160884,0.070267417,0.233,0.266,0.321368243,224.3579856,76.4,12.6,0,0.121940701,0.853726738,0.341,440.1,76.27163221,7.5,0.119,112.7,0.146,0.035120856,15.82829854,23.06759788,0.230698378,0.071309948,10069.04355,,0.192,44766,0.372489548,4.294499605,120395,0.236845384,0.149790274,0.119384456,0.010939479,0.006365394,0.001266413,0.07821769,0.772070586,0.030140908,0.507473505,0.385973722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Perry County,13472.66,0.272,5.2,4.2,0.135,0.259,0.389,4.75062607,0.335,0.111887452,0.182,0.545454546,1234,55.34181711,0.195972495,0.000192808,0.000294667,,85.64947717,0.676328502,0.589285714,0.875,0.361948956,0.129013596,0.512,,0.637998436,463.6200208,74.8,12.95,0.200752299,0.204960836,0.786775106,0.394,589.7,,,0.182,320.9,0.293,0.055966481,,38.41670199,0.249779813,0.073636017,9849.247763,,0.243,25215,0.968903437,,10181,0.24074256,0.172379923,0.679512799,0.001617661,0.003520792,0.000475783,0.011989723,0.298125416,0.0024565,0.531734704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Pickens County,11568.09,0.26,5.2,3.3,0.121,0.181,0.385,6.505500254,0.347,0.062544313,0.075,0.368421053,837.3,41.28630705,0.176269901,0.000361776,0.000103066,,109.9739206,0.873873874,0.640167364,0.75,0.435256702,0.089800156,0.341,0.304,0.487459106,236.8971659,75.3,12.65,0.263148458,0.137952559,0.841832964,0.49,502,136.8925394,,0.157,174.5,0.223,0.021217779,8.559201141,31.38373752,0.220136221,0.064656108,11258.28248,,0.153,31433,0.680550775,,19405,0.227157949,0.177531564,0.412059264,0.00144546,0.001858448,0.003613649,0.017345517,0.558979918,0.012397813,0.523617779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Pike County,10833.61,0.238,4.7,3.8,0.094,0.183,0.36,6.306697178,0.326,0.310039819,0.11,0.386363636,1029.9,32.37847222,0.20328565,0.000486101,0.000271231,,75.54188308,0.851778656,0.661237785,0.699846626,0.573770492,0.069684836,0.335,0.212,0.459508644,410.1714227,73.4,12.7,0,0.196311948,0.833837293,0.206,504.6,81.97943062,10,0.146,338.4,0.214,0.057746215,7.205811487,27.92251951,0.250208671,0.060522496,10718.93476,,0.154,32411,0.624542125,6.755448269,33182,0.199053704,0.134349949,0.363664002,0.006475542,0.019913051,0.001307269,0.023713252,0.573343873,0.009049189,0.523059618,0.516793824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Randolph County,11072.81,0.223,4,4.8,0.1,0.281,0.342,7.170951799,0.349,0.151442413,0.141,0.25,355.5,52.18617772,0.187449718,0.000351077,0.000132304,,84.73878618,0.839430894,0.553113553,0.79760274,0.405851168,0.088645882,0.348,0.15,0.438593119,303.2104637,100.8,12.97,0.236405677,0.133645956,0.792075652,0.433,511.2,77.84952145,,0.148,68.7,0.19,0.020469155,10.67416789,34.53407257,0.23951782,0.058918338,9494.196819,,0.157,35024,0.578630137,9.418383429,22675,0.229768468,0.183506064,0.200507836,0.004115226,0.003414762,0.000394011,0.028675247,0.754180895,0.007149489,0.514841082,0.813424693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Russell County,12304.68,0.213,5,5,0.107,0.239,0.365,6.117027961,0.352,0.524033467,,0.282051282,760.5,57.40086376,0.176690859,0.000293191,0.000155656,,59.23952226,0.77838428,0.548387097,0.645734597,0.561450168,0.091345323,0.365,0.209,0.477659963,461.9411795,88.3,12.76,0.297739043,0.166047088,0.824014789,0.328,597.3,96.86492931,12.1,0.132,375.3,0.213,0.077991661,11.47479045,27.98729377,0.229056328,0.04571469,9690.500529,,0.163,34310,0.615274804,13.71377395,57820,0.256554825,0.122742996,0.413773054,0.004887799,0.005451077,0.002216771,0.041737076,0.516107931,0.005667203,0.519632961,0.354089939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,St. Clair County,9241.2,0.193,4.2,4,0.087,0.272,0.329,8.478224104,0.34,0.394698121,0.099,0.333333333,180.1,48.43722512,0.158858351,0.000225124,0.0002933,,88.14191291,0.855889724,0.604477612,0.762707911,0.512129961,0.063567162,0.21,0.222,0.299594526,183.4744778,79.4,12.78,0,0.11783601,0.862545622,0.493,460.2,72.82948956,8,0.135,88.6,0.129,0.011628966,12.81739064,24.35304221,0.199750507,0.054452555,10424.07132,,0.2,50989,0.417933628,5.310061835,85237,0.234980114,0.143142063,0.086724048,0.003331436,0.006651017,0.000663916,0.021589131,0.870334803,0.006610191,0.499573197,0.727967653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Shelby County,6212.02,0.123,3.3,3.6,0.084,0.18,0.296,8.681659383,0.245,0.787677166,0.126,0.204301075,215.2,24.35278631,0.120803566,0.000894228,0.000477752,,55.38121901,0.847826087,0.700787402,0.86,0.744717104,0.04970276,0.123,0.2,0.201271358,158.0677037,64.6,12.83,0,0.098104794,0.847777153,0.486,308.2,50.64404907,6.9,0.089,77.7,0.105,0.038181156,12.8515869,15.59430361,0.148732597,0.054501026,10503.67029,,0.111,67244,0.23489419,3.369623394,200941,0.249018369,0.118402914,0.110744336,0.00368458,0.02032071,0.000545116,0.059150124,0.79683328,0.018046301,0.510960363,0.229448702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Sumter County,10936.76,0.277,4.3,5.4,0.135,0.17,0.401,3.895988822,0.312,0.19559689,,0.4,979.4,33.76789912,0.17913458,0.00044517,0.000148954,,64.24677001,0.786476868,0.671641791,0.8,0.49016035,0.11639857,0.45,,0.618442489,322.6752713,66.3,12.85,0.097893236,0.201010101,0.812648906,0.346,520.4,,,0.16,292.2,0.31,0.105790237,,31.68341118,0.221576866,0.063624679,9377.064469,,0.17,24059,0.85582075,,13427,0.214418709,0.153273255,0.743612465,0.000812288,0.003322995,0.000295377,0.007679811,0.240880225,0.001629044,0.545561955,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Talladega County,11323.12,0.299,5.6,5.1,0.125,0.231,0.384,6.628365379,0.36,0.430982732,0.105,0.291666667,653.9,52.27318246,0.157449906,0.000318378,0.000269074,,96.35901534,0.822150364,0.571805007,0.743777985,0.461276757,0.081316475,0.348,0.279,0.405513704,325.31911,76,12.87,0,0.134028893,0.844817432,0.295,533.5,107.2167054,13.4,0.141,208.2,0.197,0.059402512,9.049742256,23.66855667,0.201100295,0.044186405,10677.51405,,0.194,34785,0.631090487,8.701675247,81762,0.230204741,0.151659695,0.317007851,0.003742021,0.004182258,0.000110059,0.020740089,0.643224008,0.003273005,0.514002006,0.558153383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Tallapoosa County,9863.78,0.265,5.8,5.2,0.126,0.267,0.351,6.961531746,0.321,0.19273837,0.161,0.238095238,502.1,59.69243221,0.157163463,0.000384403,0.000315779,,77.63684199,0.791989664,0.625246548,0.77,0.446218834,0.085328564,0.38,0.319,0.429551394,457.7926574,69.8,12.94,0.058992653,0.14004914,0.821327248,0.29,459.1,104.0943789,8.4,0.14,161.5,0.186,0.048397633,7.59844301,23.1407128,0.197643664,0.048172584,10144.73125,,0.197,36463,0.538585989,7.59844301,41168,0.21958803,0.184949475,0.265525967,0.003325702,0.005109049,0.000409688,0.025352452,0.692517171,0.007676954,0.515845283,0.742262591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Tuscaloosa County,9445.69,0.176,4.3,4.1,0.115,0.217,0.332,6.719021396,0.285,0.574927051,0.124,0.306358382,707.4,30.59363602,0.149004744,0.000725112,0.000468287,,79.7564469,0.855093257,0.697045883,0.668380912,0.611146347,0.066185189,0.257,0.184,0.372187394,432.395021,73,12.71,0,0.186772678,0.851165166,0.236,457.3,105.9232269,11.9,0.105,217.1,0.185,0.073747061,13.18887635,19.39540639,0.182779311,0.051373708,10288.41356,,0.152,41495,0.481605232,9.542539945,198596,0.212390985,0.111467502,0.297970714,0.003373675,0.01300694,0.000680832,0.031623124,0.645464338,0.014831286,0.515425418,0.255080758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Walker County,14299.82,0.35,6.5,6.5,0.104,0.277,0.36,7.758877801,0.384,0.478149292,0.083,0.223214286,408,58.09716599,0.1683943,0.00046504,0.000392625,,85.6344092,0.885740402,0.646234676,0.763263625,0.514949345,0.074794671,0.282,0.231,0.3081368,202.0424657,141.4,12.54,0,0.109108527,0.844656537,0.402,634.5,89.64516813,12.2,0.151,118.6,0.151,0.038759361,32.61352136,37.03212748,0.211070092,0.053904185,11133.7271,,0.194,36600,0.474053168,6.522704271,66221,0.222512496,0.172513251,0.059221481,0.004305108,0.003360084,0.000990025,0.020880522,0.901462537,0.005151616,0.512757819,0.740879996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Washington County,11044.74,0.211,4.6,3.2,0.097,0.195,0.359,7.063712702,0.321,0.087992719,,0.142857143,547.7,43.44811648,0.181991945,0.000172971,0.000116898,,80.29513669,0.826470588,0.59375,0.85,0.382069647,0.114359677,0.288,,0.307569539,265.1204486,85.5,12.86,0.056010929,0.143178411,0.819150736,0.395,501.2,77.90328863,,0.134,71.7,0.188,0.034677679,,28.39595317,0.225635593,0.079698915,9489.083364,,0.209,39173,0.520479813,8.113129477,17109,0.239873751,0.159974283,0.249134948,0.078373702,0.001384083,0.000749712,0.010149942,0.652018454,0.002733402,0.508304498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,Wilcox County,12975.31,0.305,4.1,3.6,0.126,0.189,0.416,1.858209615,0.33,0.058011997,0.072,0.290322581,1358.6,48.9146165,0.22024666,0.000348371,0.000174963,,65.02681392,0.73800738,0.5,0.72,0.328986587,0.163755459,0.51,,0.702297384,212.1496471,109.8,12.94,0.051475204,0.175603217,0.786640472,0.299,574.4,82.53301321,,0.181,163.2,0.324,0.275670225,,47.0704527,0.279698582,0.087218522,9076.68284,,0.155,22126,0.964339528,,11431,0.254220978,0.164290088,0.722849696,0.001303215,0.000695048,0.000173762,0.007211121,0.26342311,0.000543036,0.527367507,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
